Name,Size_of_the_bottle,MRP_of_the_bottle,Price_of_the_bottle,1Mg_URL
SBL Phosphorus Dilution 200 CH,30 ml,₹115,₹103,https://www.1mg.com/otc/sbl-phosphorus-dilution-200-ch-otc348509
ADEL 22 Renelix Drop,20 ml,₹295,₹221,https://www.1mg.com/otc/adel-22-renelix-drop-otc327179
Dr. Reckeweg Pulsatilla Dilution 200 CH,11 ml,₹170,₹156,https://www.1mg.com/otc/dr.-reckeweg-pulsatilla-dilution-200-ch-otc331725
Bakson's Homeopathy Calci Aid Tablet,75 tablets,₹215,₹182,https://www.1mg.com/otc/bakson-s-homeopathy-calci-aid-tablet-otc327082
Dr. Reckeweg Kali Bichrom Dilution 30 CH,11 ml,₹145,₹115,https://www.1mg.com/otc/dr.-reckeweg-kali-bichrom-dilution-30-ch-otc326705
Dr. Reckeweg Kali Phosphoricum Biochemic Tablet 12X,20 gm,₹220,₹176,https://www.1mg.com/otc/dr.-reckeweg-kali-phosphoricum-biochemic-tablet-12x-otc334911
SBL Graphites Dilution 30 CH,30 ml,₹100,₹89,https://www.1mg.com/otc/sbl-graphites-dilution-30-ch-otc338325
Dr Willmar Schwabe India Thyroidinum Trituration Tablet 6X,20 gm,₹190,₹118,https://www.1mg.com/otc/dr-willmar-schwabe-india-thyroidinum-trituration-tablet-6x-otc400898
Allen A92 C.K.D.(Chronic Kidney Diseases) Drop,30 ml,₹170,₹165,https://www.1mg.com/otc/allen-a92-c.k.d.-chronic-kidney-diseases-drop-otc330463
Wheezal Hekla Lava Tooth Powder,200 gm,₹250,₹225,https://www.1mg.com/otc/wheezal-hekla-lava-tooth-powder-otc536965
SBL Lecithinum Trituration Tablet 3X,25 gm,₹175,₹165,https://www.1mg.com/otc/sbl-lecithinum-trituration-tablet-3x-otc338981
ADEL Chelidonium Mother Tincture Q,20 ml,₹285,₹264,https://www.1mg.com/otc/adel-chelidonium-mother-tincture-q-otc327711
Dr. Reckeweg Agnus Castus Dilution 30 CH,11 ml,₹145,₹129,https://www.1mg.com/otc/dr.-reckeweg-agnus-castus-dilution-30-ch-otc326920
Bakson's Homeopathy Diab Aid Drop,30 ml,NA,MRP₹155,https://www.1mg.com/otc/bakson-s-homeopathy-diab-aid-drop-otc326086
SBL Agnus Castus Mother Tincture Q,30 ml,₹125,₹115,https://www.1mg.com/otc/sbl-agnus-castus-mother-tincture-q-otc338531
Sunny Herbals Lip Balm,10 gm,₹45,₹40.1,https://www.1mg.com/otc/sunny-herbals-lip-balm-otc499060
Sunny Herbals Hair Color Light Brown Sachet,NA,₹50,₹49,https://www.1mg.com/otc/sunny-herbals-hair-color-light-brown-sachet-otc499062
SBL Calcarea Phosphorica Biochemic Tablet 12X,25 gm,₹110,₹90,https://www.1mg.com/otc/sbl-calcarea-phosphorica-biochemic-tablet-12x-otc331092
Sunny Herbals Fruit Cream,100 gm,₹185,₹176,https://www.1mg.com/otc/sunny-herbals-fruit-cream-otc503115
Bhargava Tumorin Drop,30 ml,₹180,₹172,https://www.1mg.com/otc/bhargava-tumorin-drop-otc327451
Dr Willmar Schwabe India Carduus Marianus Mother Tincture Q,30 ml,₹150,₹138,https://www.1mg.com/otc/dr-willmar-schwabe-india-carduus-marianus-mother-tincture-q-otc390832
Sunny Herbals Sun Care Cream,100 gm,₹270,₹202,https://www.1mg.com/otc/sunny-herbals-sun-care-cream-otc327076
Wheezal Nosoline Nasal Spray,10 ml,₹120,₹109,https://www.1mg.com/otc/wheezal-nosoline-nasal-spray-otc367460
SBL Ache-Nil Drop,30 ml,₹105,₹91,https://www.1mg.com/otc/sbl-ache-nil-drop-otc357578
ADEL 27 Inflamyar Drop,20 ml,₹310,₹224,https://www.1mg.com/otc/adel-27-inflamyar-drop-otc326093
SBL Borax Dilution 30 CH,30 ml,₹100,₹90,https://www.1mg.com/otc/sbl-borax-dilution-30-ch-otc338363
Sunny Herbals Anti Wrinkle Cream,125 gm,₹250,₹231,https://www.1mg.com/otc/sunny-herbals-anti-wrinkle-cream-otc402201
SBL Jaborandi Hair Oil,100 ml,₹160,₹144,https://www.1mg.com/otc/sbl-jaborandi-hair-oil-otc329034
Pioneer Pharma Aconite Nap Globules Pellet Multidose Pills 30 CH,150 tablets,₹120,₹96,https://www.1mg.com/otc/pioneer-pharma-aconite-nap-globules-pellet-multidose-pills-30-ch-otc900937
Sunny Herbals Under Eye Cream,50 gm,₹185,₹159,https://www.1mg.com/otc/sunny-herbals-under-eye-cream-otc327072
SBL Tinospora Cordifolia Mother Tincture Q,30 ml,₹105,₹96,https://www.1mg.com/otc/sbl-tinospora-cordifolia-mother-tincture-q-otc338565
SBL Aesculus Hippocastanum Mother Tincture Q,30 ml,₹105,₹93,https://www.1mg.com/otc/sbl-aesculus-hippocastanum-mother-tincture-q-otc338534
Sunny Herbals Aloevera+Calendula Bathing Bar,75 gm,NA,MRP₹65,https://www.1mg.com/otc/sunny-herbals-aloevera-calendula-bathing-bar-otc499055
New Life Sinocin Drop,30 ml,₹140,₹124,https://www.1mg.com/otc/new-life-sinocin-drop-otc326162
Dr. Reckeweg R37 Intestinal Colic Drop,22 ml,₹285,₹240,https://www.1mg.com/otc/dr.-reckeweg-r37-intestinal-colic-drop-otc327441
Sunny Herbals Hair Color 12 Sachets Dark Brown,240 gm,₹600,₹534,https://www.1mg.com/otc/sunny-herbals-hair-color-12-sachets-dark-brown-otc338002
Dr. Reckeweg Physostigma  Venenosum Dilution 30 CH,11 ml,₹145,₹142,https://www.1mg.com/otc/dr.-reckeweg-physostigma-venenosum-dilution-30-ch-otc326489
SBL Apis Mellifica Dilution 200 CH,30 ml,₹115,₹103,https://www.1mg.com/otc/sbl-apis-mellifica-dilution-200-ch-otc345899
Sunny Herbals Hair Pack,100 gm,₹185,₹182,https://www.1mg.com/otc/sunny-herbals-hair-pack-otc503107
Medisynth Witch Hazel Cream,20 gm,₹100,₹94.5,https://www.1mg.com/otc/medisynth-witch-hazel-cream-otc325282
Dr Willmar Schwabe India Lycopodium Clavatum Dilution 200 CH,30 ml,₹115,₹100,https://www.1mg.com/otc/dr-willmar-schwabe-india-lycopodium-clavatum-dilution-200-ch-otc405139
Sunny Herbals Almond Shampoo,250 ml,₹215,₹181,https://www.1mg.com/otc/sunny-herbals-almond-shampoo-otc400765
ADEL 66 Toxex Drop,20 ml,₹310,₹230,https://www.1mg.com/otc/adel-66-toxex-drop-otc326069
Dr. Reckeweg Sulphur Dilution 30 CH,11 ml,₹145,₹136,https://www.1mg.com/otc/dr.-reckeweg-sulphur-dilution-30-ch-otc326404
Sunny Herbals Arnica Montana Hair Oil,100 ml,₹120,₹118,https://www.1mg.com/otc/sunny-herbals-arnica-montana-hair-oil-otc503007
Wheezal Hekla Lava Dental Dental Gel,100 gm,₹95,₹84,https://www.1mg.com/otc/wheezal-hekla-lava-dental-dental-gel-otc551965
SBL Thuja Gel,25 gm,₹75,₹66.8,https://www.1mg.com/otc/sbl-thuja-gel-otc331010
Sunny Herbals Hair Removal Cream,100 gm,₹160,₹134,https://www.1mg.com/otc/sunny-herbals-hair-removal-cream-otc402137
Bjain Rauwolfia Serpentina Mother Tincture Q,100 ml,₹195,₹175,https://www.1mg.com/otc/bjain-rauwolfia-serpentina-mother-tincture-q-otc444980
SBL Ignatia Amara Dilution 200 CH,30 ml,₹115,₹109,https://www.1mg.com/otc/sbl-ignatia-amara-dilution-200-ch-otc347956
"Sunny Herbals Face Wash Gel with Aloevera, Calendula and Tea Tree Oil",100 gm,₹165,₹163,https://www.1mg.com/otc/sunny-herbals-face-wash-gel-with-aloevera-calendula-and-tea-tree-oil-otc373354
SBL Constinil Drop,30 ml,₹130,₹124,https://www.1mg.com/otc/sbl-constinil-drop-otc521983
Dr. Reckeweg R33 Epilepsy Drop,22 ml,₹285,₹239,https://www.1mg.com/otc/dr.-reckeweg-r33-epilepsy-drop-otc326042
Sunny Herbals Cocoa Butter Cream,125 gm,₹250,₹212,https://www.1mg.com/otc/sunny-herbals-cocoa-butter-cream-otc326229
Haslab Drox 20 Pilovarin Drop,30 ml,₹170,₹162,https://www.1mg.com/otc/haslab-drox-20-pilovarin-drop-otc339523
Bakson B11 Pain Drop,30 ml,₹185,₹141,https://www.1mg.com/otc/bakson-b11-pain-drop-otc388020
Dr. Reckeweg Causticum Dilution 200 CH,11 ml,₹170,₹143,https://www.1mg.com/otc/dr.-reckeweg-causticum-dilution-200-ch-otc335669
Bakson's Homeopathy Flu Aid Tablet,75 tablets,₹215,₹191,https://www.1mg.com/otc/bakson-s-homeopathy-flu-aid-tablet-otc327081
Dr. Reckeweg Bio-Combination 5 (BC 5) Tablet,20 gm,₹200,₹185,https://www.1mg.com/otc/dr.-reckeweg-bio-combination-5-bc-5-tablet-otc326282
ADEL 8 CO-Hypert Drop,20 ml,₹310,₹228,https://www.1mg.com/otc/adel-8-co-hypert-drop-otc326116
Bjain Berberis Aquifolium Mother Tincture Q,100 ml,₹505,₹423,https://www.1mg.com/otc/bjain-berberis-aquifolium-mother-tincture-q-otc444630
Hapdco B.Ve. Phos Children Tonic,450 ml,₹310,₹300,https://www.1mg.com/otc/hapdco-b.ve.-phos-children-tonic-otc386091
SBL Anti-Dandruff Shampoo,100 ml,₹115,₹103,https://www.1mg.com/otc/sbl-anti-dandruff-shampoo-otc417229
SBL Acid Nitricum Dilution 200 CH,30 ml,₹115,₹105,https://www.1mg.com/otc/sbl-acid-nitricum-dilution-200-ch-otc345620
Dr. Reckeweg R10 Climacteric Drop,22 ml,₹285,₹228,https://www.1mg.com/otc/dr.-reckeweg-r10-climacteric-drop-otc327505
Bjain Jaborandi Mother Tincture Q,100 ml,₹345,₹238,https://www.1mg.com/otc/bjain-jaborandi-mother-tincture-q-otc445151
Dr Willmar Schwabe India Rhus Toxicodendron Dilution 30 CH,30 ml,₹100,₹89,https://www.1mg.com/otc/dr-willmar-schwabe-india-rhus-toxicodendron-dilution-30-ch-otc393454
Sunny Herbals Derm Aid Soap,75 gm,₹55,₹50,https://www.1mg.com/otc/sunny-herbals-derm-aid-soap-otc499056
SBL Azadirachta Indica Mother Tincture Q,30 ml,₹105,₹88,https://www.1mg.com/otc/sbl-azadirachta-indica-mother-tincture-q-otc338514
Sunny Herbals Lip Balm,10 gm,₹45,₹40.1,https://www.1mg.com/otc/sunny-herbals-lip-balm-otc499060
Sunny Herbals Hair Color Light Brown Sachet,NA,₹50,₹49,https://www.1mg.com/otc/sunny-herbals-hair-color-light-brown-sachet-otc499062
SBL Thuja Occidentalis Dilution 1000 C,30 ml,₹140,₹92,https://www.1mg.com/otc/sbl-thuja-occidentalis-dilution-1000-c-otc338172
Sunny Herbals Fruit Cream,100 gm,₹185,₹176,https://www.1mg.com/otc/sunny-herbals-fruit-cream-otc503115
Dr. Reckeweg R30 Universal Ointment,85 gm,₹695,₹604,https://www.1mg.com/otc/dr.-reckeweg-r30-universal-ointment-otc326237
ADEL 16 Gastul Drop,20 ml,₹310,₹269,https://www.1mg.com/otc/adel-16-gastul-drop-otc327732
Sunny Herbals Sun Care Cream,100 gm,₹270,₹202,https://www.1mg.com/otc/sunny-herbals-sun-care-cream-otc327076
SBL Conium Maculatum Dilution 30 CH,30 ml,₹100,₹91,https://www.1mg.com/otc/sbl-conium-maculatum-dilution-30-ch-otc338338
SBL Phosphorus Dilution 30 CH,30 ml,₹100,₹90,https://www.1mg.com/otc/sbl-phosphorus-dilution-30-ch-otc338306
ADEL 33 Apo-Oedem Drop,20 ml,₹310,₹217,https://www.1mg.com/otc/adel-33-apo-oedem-drop-otc327728
SBL Cantharis Dilution 200 CH,30 ml,₹115,₹104,https://www.1mg.com/otc/sbl-cantharis-dilution-200-ch-otc346096
Sunny Herbals Anti Wrinkle Cream,125 gm,₹250,₹231,https://www.1mg.com/otc/sunny-herbals-anti-wrinkle-cream-otc402201
SBL Bio-Combination 11 Tablet,25 gm,₹110,₹100,https://www.1mg.com/otc/sbl-bio-combination-11-tablet-otc331047
Bakson B9 Hemorrhoidal Drop,30 ml,₹185,₹159,https://www.1mg.com/otc/bakson-b9-hemorrhoidal-drop-otc388012
Sunny Herbals Under Eye Cream,50 gm,₹185,₹159,https://www.1mg.com/otc/sunny-herbals-under-eye-cream-otc327072
Dr. Reckeweg R21 Reconstituant Drop,22 ml,₹285,₹228,https://www.1mg.com/otc/dr.-reckeweg-r21-reconstituant-drop-otc327478
Dr. Reckeweg R48 Pulmonary Diseases Drop,22 ml,₹285,₹262,https://www.1mg.com/otc/dr.-reckeweg-r48-pulmonary-diseases-drop-otc327424
Sunny Herbals Aloevera+Calendula Bathing Bar,75 gm,NA,MRP₹65,https://www.1mg.com/otc/sunny-herbals-aloevera-calendula-bathing-bar-otc499055
SBL Staphysagria Dilution 30 CH,30 ml,₹100,₹91,https://www.1mg.com/otc/sbl-staphysagria-dilution-30-ch-otc338221
SBL Alfalfa Tonic with Ginseng Sugar Free,180 ml,₹195,₹187,https://www.1mg.com/otc/sbl-alfalfa-tonic-with-ginseng-sugar-free-otc328978
Sunny Herbals Hair Color 12 Sachets Dark Brown,240 gm,₹600,₹534,https://www.1mg.com/otc/sunny-herbals-hair-color-12-sachets-dark-brown-otc338002
Dr. Reckeweg Hair Care Combo (R89 + Lycopodium Dilution 30CH),NA,₹475,₹466,https://www.1mg.com/otc/dr.-reckeweg-hair-care-combo-r89-lycopodium-dilution-30ch-otc371393
SBL Senega Mother Tincture Q,30 ml,₹125,₹109,https://www.1mg.com/otc/sbl-senega-mother-tincture-q-otc338417
Sunny Herbals Hair Pack,100 gm,₹185,₹182,https://www.1mg.com/otc/sunny-herbals-hair-pack-otc503107
SBL Ratanhia Dilution 30 CH,30 ml,₹100,₹90,https://www.1mg.com/otc/sbl-ratanhia-dilution-30-ch-otc348588
SBL Homoeopathic Home Kit,NA,NA,MRP₹845,https://www.1mg.com/otc/sbl-homoeopathic-home-kit-otc326107
Sunny Herbals Almond Shampoo,250 ml,₹215,₹181,https://www.1mg.com/otc/sunny-herbals-almond-shampoo-otc400765
SBL Jaborandi Plus Hair Oil,200 ml,₹300,₹244,https://www.1mg.com/otc/sbl-jaborandi-plus-hair-oil-otc328682
SBL Bio-Combination 7 Tablet,25 gm,₹110,₹97,https://www.1mg.com/otc/sbl-bio-combination-7-tablet-otc331028
Sunny Herbals Arnica Montana Hair Oil,100 ml,₹120,₹118,https://www.1mg.com/otc/sunny-herbals-arnica-montana-hair-oil-otc503007
Dr Willmar Schwabe India Ocimum Sanctum Mother Tincture Q,30 ml,₹110,₹96,https://www.1mg.com/otc/dr-willmar-schwabe-india-ocimum-sanctum-mother-tincture-q-otc391430
SBL Bio-Combination 20 Tablet,450 gm,₹720,₹568,https://www.1mg.com/otc/sbl-bio-combination-20-tablet-otc812878
Sunny Herbals Hair Removal Cream,100 gm,₹160,₹134,https://www.1mg.com/otc/sunny-herbals-hair-removal-cream-otc402137
Dr. Reckeweg Natrum Mur Dilution 200 CH,11 ml,₹170,₹156,https://www.1mg.com/otc/dr.-reckeweg-natrum-mur-dilution-200-ch-otc330531
Medisynth Aqui Folium Cream,20 gm,NA,MRP₹100,https://www.1mg.com/otc/medisynth-aqui-folium-cream-otc339304
"Sunny Herbals Face Wash Gel with Aloevera, Calendula and Tea Tree Oil",100 gm,₹165,₹163,https://www.1mg.com/otc/sunny-herbals-face-wash-gel-with-aloevera-calendula-and-tea-tree-oil-otc373354
SBL Embelica Officinalis Mother Tincture Q,30 ml,₹105,₹96,https://www.1mg.com/otc/sbl-embelica-officinalis-mother-tincture-q-otc338487
SBL Silk N Stay Aloe Vera Cream for Normal / Oily Skin,50 gm,₹65,₹58,https://www.1mg.com/otc/sbl-silk-n-stay-aloe-vera-cream-for-normal-oily-skin-otc328964
Sunny Herbals Cocoa Butter Cream,125 gm,₹250,₹212,https://www.1mg.com/otc/sunny-herbals-cocoa-butter-cream-otc326229
Hapdco Cholerasol Drop,30 ml,₹90,₹78,https://www.1mg.com/otc/hapdco-cholerasol-drop-otc386096
Wheezal Arnica Hair N Scalp Anti-Dandruff Shampoo,100 ml,₹140,₹122,https://www.1mg.com/otc/wheezal-arnica-hair-n-scalp-anti-dandruff-shampoo-otc771395
Dr. Reckeweg Bio-Combination 4 (BC 4) Tablet,20 gm,₹200,₹190,https://www.1mg.com/otc/dr.-reckeweg-bio-combination-4-bc-4-tablet-otc326283
Dr Willmar Schwabe India Arnica Montana Dilution 30 CH,30 ml,₹100,₹92,https://www.1mg.com/otc/dr-willmar-schwabe-india-arnica-montana-dilution-30-ch-otc396565
SBL Antimonium Crudum Dilution 200 CH,30 ml,₹115,₹105,https://www.1mg.com/otc/sbl-antimonium-crudum-dilution-200-ch-otc345890
Dr. Reckeweg R74 Nocturnal Enuresis Drop,22 ml,₹285,₹268,https://www.1mg.com/otc/dr.-reckeweg-r74-nocturnal-enuresis-drop-otc326125
SBL Arnica Montana Dilution 1000 CH,30 ml,₹140,₹127,https://www.1mg.com/otc/sbl-arnica-montana-dilution-1000-ch-otc338217
Dr. Reckeweg R63 Impaired Circulation Drop,22 ml,₹285,₹222,https://www.1mg.com/otc/dr.-reckeweg-r63-impaired-circulation-drop-otc327396
ADEL 85 Neu-Regen Tonic,250 ml,₹770,₹715,https://www.1mg.com/otc/adel-85-neu-regen-tonic-otc327650
Bakson's Homeopathy Astha Aid Syrup,450 ml,₹340,₹241,https://www.1mg.com/otc/bakson-s-homeopathy-astha-aid-syrup-otc502678
ADEL 1 Apo-Dolor Drop,20 ml,₹295,₹224,https://www.1mg.com/otc/adel-1-apo-dolor-drop-otc326144
Wheezal Super Alfalfa Tablet,250 tablets,NA,MRP₹425,https://www.1mg.com/otc/wheezal-super-alfalfa-tablet-otc715832
REPL Dr. Advice No.73 Nasal Polyp Drop,30 ml,₹180,₹160,https://www.1mg.com/otc/repl-dr.-advice-no.73-nasal-polyp-drop-otc339410
Dr. Reckeweg R45 Illnesses Of The Larynx Drop,22 ml,₹285,₹268,https://www.1mg.com/otc/dr.-reckeweg-r45-illnesses-of-the-larynx-drop-otc326026
Boericke and Tafel Anti-Dandruff Oil,150 ml,₹135,₹131,https://www.1mg.com/otc/boericke-and-tafel-anti-dandruff-oil-otc388283
Sunny Herbals Lip Balm,10 gm,₹45,₹40.1,https://www.1mg.com/otc/sunny-herbals-lip-balm-otc499060
Sunny Herbals Hair Color Light Brown Sachet,NA,₹50,₹49,https://www.1mg.com/otc/sunny-herbals-hair-color-light-brown-sachet-otc499062
Dr. Reckeweg Natrum Mur Dilution 30 CH,11 ml,₹145,₹124,https://www.1mg.com/otc/dr.-reckeweg-natrum-mur-dilution-30-ch-otc326572
Sunny Herbals Fruit Cream,100 gm,₹185,₹176,https://www.1mg.com/otc/sunny-herbals-fruit-cream-otc503115
ADEL 48 Itires Drop,20 ml,₹310,₹209,https://www.1mg.com/otc/adel-48-itires-drop-otc326079
SBL Rite-Hite Tablet,450 gm,₹865,₹798,https://www.1mg.com/otc/sbl-rite-hite-tablet-otc812931
Sunny Herbals Sun Care Cream,100 gm,₹270,₹202,https://www.1mg.com/otc/sunny-herbals-sun-care-cream-otc327076
Bakson's Homeopathy Calcarea Phosphorica Biochemic Tablet 6X,NA,₹120,₹97,https://www.1mg.com/otc/bakson-s-homeopathy-calcarea-phosphorica-biochemic-tablet-6x-otc695107
Bakson's Homeopathy Kof Aid Cough Syrup,450 ml,₹260,₹229,https://www.1mg.com/otc/bakson-s-homeopathy-kof-aid-cough-syrup-otc502844
SBL Agnus Castus Dilution 200 CH,30 ml,₹115,₹105,https://www.1mg.com/otc/sbl-agnus-castus-dilution-200-ch-otc345717
Dr Willmar Schwabe India Alpha - Acid Tablet,20 gm,₹198,₹186,https://www.1mg.com/otc/dr-willmar-schwabe-india-alpha-acid-tablet-otc328839
Sunny Herbals Anti Wrinkle Cream,125 gm,₹250,₹231,https://www.1mg.com/otc/sunny-herbals-anti-wrinkle-cream-otc402201
Dr Willmar Schwabe India Histaminum Hydrochloricum Dilution 30 CH,30 ml,₹100,₹85,https://www.1mg.com/otc/dr-willmar-schwabe-india-histaminum-hydrochloricum-dilution-30-ch-otc404000
Dr Willmar Schwabe India Echinacea Angustifolia Mother Tincture Q,30 ml,₹220,₹206,https://www.1mg.com/otc/dr-willmar-schwabe-india-echinacea-angustifolia-mother-tincture-q-otc390939
Sunny Herbals Under Eye Cream,50 gm,₹185,₹159,https://www.1mg.com/otc/sunny-herbals-under-eye-cream-otc327072
Dr. Reckeweg R4 Diarrhoea Drop,22 ml,₹285,₹222,https://www.1mg.com/otc/dr.-reckeweg-r4-diarrhoea-drop-otc326080
Dr. Reckeweg R83 Food Allergy Drop,30 ml,₹330,₹258,https://www.1mg.com/otc/dr.-reckeweg-r83-food-allergy-drop-otc327403
Sunny Herbals Aloevera+Calendula Bathing Bar,75 gm,NA,MRP₹65,https://www.1mg.com/otc/sunny-herbals-aloevera-calendula-bathing-bar-otc499055
SBL Silicea Biochemic Tablet 12X,25 gm,₹110,₹100,https://www.1mg.com/otc/sbl-silicea-biochemic-tablet-12x-otc368310
Sunny Herbals Hair Color 12 Sachets Black,240 gm,₹600,₹522,https://www.1mg.com/otc/sunny-herbals-hair-color-12-sachets-black-otc538260
Sunny Herbals Hair Color 12 Sachets Dark Brown,240 gm,₹600,₹534,https://www.1mg.com/otc/sunny-herbals-hair-color-12-sachets-dark-brown-otc338002
SBL Staphysagria Dilution 200 CH,30 ml,₹115,₹91,https://www.1mg.com/otc/sbl-staphysagria-dilution-200-ch-otc348744
ADEL 24 Septonsil Drop,20 ml,₹310,₹269,https://www.1mg.com/otc/adel-24-septonsil-drop-otc326096
Sunny Herbals Hair Pack,100 gm,₹185,₹182,https://www.1mg.com/otc/sunny-herbals-hair-pack-otc503107
SBL Natrum Sulphurica Biochemic Tablet 6X,25 gm,₹110,₹104,https://www.1mg.com/otc/sbl-natrum-sulphurica-biochemic-tablet-6x-otc331023
Dr. Reckeweg Natrum Phosphoricum Biochemic Tablet 6X,20 gm,₹200,₹174,https://www.1mg.com/otc/dr.-reckeweg-natrum-phosphoricum-biochemic-tablet-6x-otc327877
Sunny Herbals Almond Shampoo,250 ml,₹215,₹181,https://www.1mg.com/otc/sunny-herbals-almond-shampoo-otc400765
SBL Dysmin Tablet,25 gm,₹165,₹132,https://www.1mg.com/otc/sbl-dysmin-tablet-otc328995
Medisynth Rheuma-Saj Massage Oil,120 ml,₹160,₹144,https://www.1mg.com/otc/medisynth-rheuma-saj-massage-oil-otc787927
Sunny Herbals Arnica Montana Hair Oil,100 ml,₹120,₹118,https://www.1mg.com/otc/sunny-herbals-arnica-montana-hair-oil-otc503007
SBL FP-Tabs Tablet,450 gm,₹865,₹553,https://www.1mg.com/otc/sbl-fp-tabs-tablet-otc812925
SBL Fel Tauri Trituration Tablet 3X,25 gm,₹175,₹152,https://www.1mg.com/otc/sbl-fel-tauri-trituration-tablet-3x-otc339003
Sunny Herbals Hair Removal Cream,100 gm,₹160,₹134,https://www.1mg.com/otc/sunny-herbals-hair-removal-cream-otc402137
Dr. Reckeweg Silicea Dilution 200,11 ml,₹170,₹161,https://www.1mg.com/otc/dr.-reckeweg-silicea-dilution-200-otc331657
Dr. Reckeweg Caladium Seg Dilution 30 CH,11 ml,₹145,₹124,https://www.1mg.com/otc/dr.-reckeweg-caladium-seg-dilution-30-ch-otc326875
"Sunny Herbals Face Wash Gel with Aloevera, Calendula and Tea Tree Oil",100 gm,₹165,₹163,https://www.1mg.com/otc/sunny-herbals-face-wash-gel-with-aloevera-calendula-and-tea-tree-oil-otc373354
Dr. Reckeweg R77 Anti-Smoking Drop,22 ml,₹285,₹257,https://www.1mg.com/otc/dr.-reckeweg-r77-anti-smoking-drop-otc326124
Bakson's Homeopathy Astha Aid Tablet,75 tablets,₹215,₹191,https://www.1mg.com/otc/bakson-s-homeopathy-astha-aid-tablet-otc325991
Sunny Herbals Cocoa Butter Cream,125 gm,₹250,₹212,https://www.1mg.com/otc/sunny-herbals-cocoa-butter-cream-otc326229
SBL Kalmegh Paediatric Drop,30 ml,₹95,₹80,https://www.1mg.com/otc/sbl-kalmegh-paediatric-drop-otc331015
Adven Justin Cough Syrup,180 ml,₹175,₹170,https://www.1mg.com/otc/adven-justin-cough-syrup-otc328945
Dr. Reckeweg Berberis Vul Mother Tincture Q,100 ml,₹910,₹900,https://www.1mg.com/otc/dr.-reckeweg-berberis-vul-mother-tincture-q-otc574982
SBL Denton Tablet,25 gm,₹165,₹147,https://www.1mg.com/otc/sbl-denton-tablet-otc329026
SBL Aloe Socotrina Dilution 200 CH,30 ml,₹115,₹103,https://www.1mg.com/otc/sbl-aloe-socotrina-dilution-200-ch-otc345746
Bakson's Homeopathy Chrysarobinum Ointment,25 gm,₹75,₹66,https://www.1mg.com/otc/bakson-s-homeopathy-chrysarobinum-ointment-otc326024
SBL Kreosotum Mother Tincture Q,30 ml,₹240,₹220,https://www.1mg.com/otc/sbl-kreosotum-mother-tincture-q-otc338687
SBL Silk N Stay Antiseptic Calendula Soap,75 gm,NA,MRP₹55,https://www.1mg.com/otc/sbl-silk-n-stay-antiseptic-calendula-soap-otc330955
Dr Willmar Schwabe India Arsenicum Album Dilution 200 CH,30 ml,₹115,₹100,https://www.1mg.com/otc/dr-willmar-schwabe-india-arsenicum-album-dilution-200-ch-otc396374
Boericke and Tafel Glow & Fairness Soap,75 gm,₹50,₹43,https://www.1mg.com/otc/boericke-and-tafel-glow-fairness-soap-otc498711
Dr. Reckeweg Baryta Carb Dilution 200 CH,11 ml,₹170,₹151,https://www.1mg.com/otc/dr.-reckeweg-baryta-carb-dilution-200-ch-otc328890
SBL Cholesterinum Trituration Tablet 6X,25 gm,₹175,₹166,https://www.1mg.com/otc/sbl-cholesterinum-trituration-tablet-6x-otc339004
SBL Grindelia Robusta Mother Tincture Q,30 ml,₹240,₹231,https://www.1mg.com/otc/sbl-grindelia-robusta-mother-tincture-q-otc348933
SBL Silk N Stay Anti Acne Berberis Soap,75 gm,₹55,₹49,https://www.1mg.com/otc/sbl-silk-n-stay-anti-acne-berberis-soap-otc330954
SBL Chamomilla Dilution 30 CH,30 ml,₹100,₹84,https://www.1mg.com/otc/sbl-chamomilla-dilution-30-ch-otc338352
Sunny Herbals Lip Balm,10 gm,₹45,₹40.1,https://www.1mg.com/otc/sunny-herbals-lip-balm-otc499060
Sunny Herbals Hair Color Light Brown Sachet,NA,₹50,₹49,https://www.1mg.com/otc/sunny-herbals-hair-color-light-brown-sachet-otc499062
Bakson's Homeopathy Gastro Aid Syrup,450 ml,₹275,₹190,https://www.1mg.com/otc/bakson-s-homeopathy-gastro-aid-syrup-otc502785
Sunny Herbals Fruit Cream,100 gm,₹185,₹176,https://www.1mg.com/otc/sunny-herbals-fruit-cream-otc503115
German's No Piles Care and Cure Drop,30 ml,₹170,₹155,https://www.1mg.com/otc/german-s-no-piles-care-and-cure-drop-otc650015
Dr Willmar Schwabe India Rhus Toxicodendron Dilution 200 CH,30 ml,₹115,₹102,https://www.1mg.com/otc/dr-willmar-schwabe-india-rhus-toxicodendron-dilution-200-ch-otc393451
Sunny Herbals Sun Care Cream,100 gm,₹270,₹202,https://www.1mg.com/otc/sunny-herbals-sun-care-cream-otc327076
SBL Arnica Montana Fortified Hair Oil,200 ml,₹205,₹186,https://www.1mg.com/otc/sbl-arnica-montana-fortified-hair-oil-otc328966
Dr Willmar Schwabe India Calcarea Carbonica Dilution 200 CH,30 ml,₹115,₹102,https://www.1mg.com/otc/dr-willmar-schwabe-india-calcarea-carbonica-dilution-200-ch-otc398265
Allen A90 Ovarian Cysts Drop,30 ml,₹170,₹163,https://www.1mg.com/otc/allen-a90-ovarian-cysts-drop-otc330237
